,postal_code,cities_es/province
1261,06950,villagarcia_de_la_torre/badajoz
1262,06473,villagonzalo/badajoz
1263,06208,villalba_de_los_barros/badajoz
1264,06710,villanueva_de_la_serena/badajoz
1265,06720,villanueva_de_la_serena/badajoz
1266,06712,villanueva_de_la_serena/badajoz
1267,06700,villanueva_de_la_serena/badajoz
1268,06718,villanueva_de_la_serena/badajoz
1269,06110,villanueva_del_fresno/badajoz
1270,06192,villar_del_rey/badajoz
1271,06716,villar_de_rena/badajoz
1273,06678,villarta_de_los_montes/badajoz
1274,06300,zafra/badajoz
1275,06129,zahinos/badajoz
1276,06430,zalamea_de_la_serena/badajoz
1277,06611,zarza_capilla/badajoz
1278,06830,la_zarza/badajoz
1280,06185,valdelacalzada/badajoz
1281,06184,pueblonuevo_del_guadiana/badajoz
1282,06186,guadiana_del_caudillo/badajoz
1283,07340,alaro/illes_balears
1284,07730,alaior/illes_balears
1285,07400,alcudia/illes_balears
1286,07210,algaida/illes_balears
1287,07220,algaida/illes_balears
1288,07629,algaida/illes_balears
1289,07160,andratx/illes_balears
1290,07150,andratx/illes_balears
1291,07157,andratx/illes_balears
1292,07159,andratx/illes_balears
1293,07570,arta/illes_balears
1294,07579,arta/illes_balears
1295,07190,banyalbufar/illes_balears
1296,07191,banyalbufar/illes_balears
1297,07350,binissalem/illes_balears
1298,07311,buger/illes_balears
1299,07010,palma/illes_balears
1300,07110,bunyola/illes_balears
1301,07193,bunyola/illes_balears
1302,07349,bunyola/illes_balears
1303,07181,calvia/illes_balears
1304,07196,calvia/illes_balears
1305,07183,calvia/illes_balears
1307,07184,calvia/illes_balears
1308,07180,calvia/illes_balears
1309,07310,campanet/illes_balears
1310,07630,campos/illes_balears
1311,07638,campos/illes_balears
1312,07639,campos/illes_balears
1313,07580,capdepera/illes_balears
1314,07589,capdepera/illes_balears
1315,07590,capdepera/illes_balears
1316,07769,ciutadella_de_menorca/illes_balears
1317,07750,ciutadella_de_menorca/illes_balears
1318,07760,ciutadella_de_menorca/illes_balears
1319,07330,consell/illes_balears
1320,07144,costitx/illes_balears
1321,07179,deia/illes_balears
1322,07315,escorca/illes_balears
1324,07192,estellencs/illes_balears
1325,07200,felanitx/illes_balears
1326,07208,felanitx/illes_balears
1327,07209,felanitx/illes_balears
1328,07669,felanitx/illes_balears
1329,07670,felanitx/illes_balears
1331,07872,formentera/illes_balears
1332,07860,formentera/illes_balears
1333,07870,formentera/illes_balears
1334,07871,formentera/illes_balears
1335,07109,fornalutx/illes_balears
1336,07800,eivissa/illes_balears
1337,07300,inca/illes_balears
1338,07518,lloret_de_vistalegre/illes_balears
1339,07360,lloseta/illes_balears
1340,07430,llubi/illes_balears
1341,07609,llucmajor/illes_balears
1342,07620,llucmajor/illes_balears
1343,07600,palma/illes_balears
1345,07700,mao/illes_balears
1346,07701,mao/illes_balears
1347,07702,mao/illes_balears
1348,07703,mao/illes_balears
1349,07712,mao_mahon/illes_balears
1350,07714,mao/illes_balears
1351,07680,manacor/illes_balears
1352,07687,manacor/illes_balears
1353,07689,manacor/illes_balears
1354,07500,manacor/illes_balears
1355,07688,manacor/illes_balears
1356,07509,manacor/illes_balears
1357,07312,mancor_de_la_vall/illes_balears
1358,07519,maria_de_la_salut/illes_balears
1359,07141,marratxi/illes_balears
1360,07740,es_mercadal/illes_balears
1361,07748,es_mercadal/illes_balears
1362,07230,montuiri/illes_balears
1363,07440,muro/illes_balears
1364,07458,muro/illes_balears
1366,07012,palma/illes_balears
1368,07199,palma/illes_balears
1369,07198,palma/illes_balears
1370,07120,palma/illes_balears
1371,07071,palma/illes_balears
1372,07015,palma/illes_balears
1373,07014,palma/illes_balears
1374,07013,palma/illes_balears
1376,07009,palma/illes_balears
1377,07008,palma/illes_balears
1378,07007,palma/illes_balears
1379,07006,palma/illes_balears
1380,07005,palma/illes_balears
1381,07004,palma/illes_balears
1382,07003,palma/illes_balears
1383,07610,palma/illes_balears
1384,07002,palma/illes_balears
1385,07001,palma/illes_balears
1386,07011,palma/illes_balears
1387,07520,petra/illes_balears
1388,07469,pollenca/illes_balears
1389,07470,pollenca/illes_balears
1390,07460,pollenca/illes_balears
1391,07260,porreres/illes_balears
1392,07420,sa_pobla/illes_balears
1393,07194,puigpunyent/illes_balears
1394,07195,puigpunyent/illes_balears
1396,07816,sant_antoni_de_portmany/illes_balears
1397,07820,sant_antoni_de_portmany/illes_balears
1398,07828,sant_antoni_de_portmany/illes_balears
1399,07140,sencelles/illes_balears
1400,07143,sencelles/illes_balears
1402,07511,sencelles/illes_balears
1403,07829,sant_josep_de_sa_talaia/illes_balears
1404,07830,sant_josep_de_sa_talaia/illes_balears
1405,07817,sant_josep_de_sa_talaia/illes_balears
1406,07839,sant_josep_de_sa_talaia/illes_balears
1407,07818,sant_josep_de_sa_talaia/illes_balears
1408,07240,sant_joan/illes_balears
1409,07720,sant_joan/illes_balears
1410,07812,sant_joan_de_labritja/illes_balears
1411,07815,sant_joan_de_labritja/illes_balears
1412,07811,sant_joan_de_labritja/illes_balears
1413,07810,sant_joan_de_labritja/illes_balears
1414,07540,sant_llorenc_des_cardassar/illes_balears
1415,07560,sant_llorenc_des_cardassar/illes_balears
1417,07530,sant_llorenc_des_cardassar/illes_balears
1418,07713,sant_lluis/illes_balears
1419,07710,sant_lluis/illes_balears
1420,07711,sant_lluis/illes_balears
1421,07142,santa_eugenia/illes_balears
1423,07814,santa_eularia_des_riu/illes_balears
1424,07819,santa_eularia_des_riu/illes_balears
1425,07840,santa_eularia_des_riu/illes_balears
1426,07849,santa_eularia_des_riu/illes_balears
1427,07850,santa_eularia_des_riu/illes_balears
1428,07450,santa_margalida/illes_balears
1430,07459,santa_margalida/illes_balears
1431,07320,santa_maria_del_cami/illes_balears
1432,07690,santanyi/illes_balears
1436,07691,santanyi/illes_balears
1437,07660,santanyi/illes_balears
1438,07650,santanyi/illes_balears
1439,07659,santanyi/illes_balears
1441,07313,selva/illes_balears
1442,07314,selva/illes_balears
1443,07316,selva/illes_balears
1444,07369,selva/illes_balears
1446,07640,ses_salines/illes_balears
1447,07510,sineu/illes_balears
1448,07100,soller/illes_balears
1450,07101,soller/illes_balears
1451,07108,soller/illes_balears
1452,07550,son_servera/illes_balears
1453,07559,son_servera/illes_balears
1456,07170,valldemossa/illes_balears
1459,07250,vilafranca_de_bonany/illes_balears
1461,07529,ariany/illes_balears
1462,07749,es_migjorn_gran/illes_balears
1463,08630,abrera/barcelona
1464,08256,aguilar_de_segarra/barcelona
1465,08328,alella/barcelona
1466,08587,alpens/barcelona
1467,08480,l'ametlla_del_valles/barcelona
1468,08350,arenys_de_mar/barcelona
1470,08358,arenys_de_munt/barcelona
1471,08717,argencola/barcelona
1472,08310,argentona/barcelona
1473,08271,artes/barcelona
1474,08699,avia/barcelona
1475,08610,avia/barcelona
1476,08279,avinyo/barcelona
1477,08731,avinyonet_del_penedes/barcelona
1478,08734,avinyonet_del_penedes/barcelona
1479,08793,avinyonet_del_penedes/barcelona
1480,08798,avinyonet_del_penedes/barcelona
1481,08591,aiguafreda/barcelona
1482,08916,badalona/barcelona
1483,08918,badalona/barcelona
1484,08915,badalona/barcelona
1485,08914,badalona/barcelona
1486,08917,badalona/barcelona
1487,08913,badalona/barcelona
1488,08912,badalona/barcelona
1489,08911,badalona/barcelona
1490,08695,baga/barcelona
1491,08550,balenya/barcelona
1492,08660,balsareny/barcelona
1493,08036,barcelona/barcelona
1494,08031,barcelona/barcelona
1495,08025,barcelona/barcelona
1496,08026,barcelona/barcelona
1497,08027,barcelona/barcelona
1498,08028,barcelona/barcelona
1499,08029,barcelona/barcelona
1500,08030,barcelona/barcelona
1501,08024,barcelona/barcelona
1502,08032,barcelona/barcelona
1503,08033,barcelona/barcelona
1504,08023,barcelona/barcelona
1505,08035,barcelona/barcelona
1506,08018,barcelona/barcelona
1507,08037,barcelona/barcelona
1508,08038,barcelona/barcelona
1509,08039,barcelona/barcelona
1510,08040,barcelona/barcelona
1511,08041,barcelona/barcelona
1512,08042,barcelona/barcelona
1513,08034,barcelona/barcelona
1514,08010,barcelona/barcelona
1515,08001,barcelona/barcelona
1516,08002,barcelona/barcelona
1517,08003,barcelona/barcelona
1518,08004,barcelona/barcelona
1519,08005,barcelona/barcelona
1520,08006,barcelona/barcelona
1521,08007,barcelona/barcelona
1522,08020,barcelona/barcelona
1523,08009,barcelona/barcelona
1524,08022,barcelona/barcelona
1525,08011,barcelona/barcelona
1526,08012,barcelona/barcelona
1527,08013,barcelona/barcelona
1528,08014,barcelona/barcelona
1529,08015,barcelona/barcelona
1530,08016,barcelona/barcelona
1531,08017,barcelona/barcelona
1532,08019,barcelona/barcelona
1533,08021,barcelona/barcelona
1534,08008,barcelona/barcelona
1535,08859,begues/barcelona
1536,43421,bellprat/tarragona
1537,08600,berga/barcelona
1538,08415,bigues_i_riells/barcelona
1539,08416,bigues_i_riells/barcelona
1540,08619,borreda/barcelona
1541,08294,el_bruc/barcelona
1542,08559,el_brull/barcelona
1543,08794,les_cabanyes/barcelona
1544,08718,cabrera_d'anoia/barcelona
1545,08349,cabrera_de_mar/barcelona
1546,08348,cabrils/barcelona
1548,08280,calaf/barcelona
1549,08393,caldes_d'estrac/barcelona
1550,08140,caldes_de_montbui/barcelona
1551,08275,calders/barcelona
1552,08370,calella/barcelona
1553,08281,calonge_de_segarra/barcelona
1554,08506,calldetenes/barcelona
1555,08262,callus/barcelona
1556,08470,campins/barcelona
1557,08472,campins/barcelona
1558,08360,canet_de_mar/barcelona
1559,08420,canovelles/barcelona
1560,08530,canoves_i_samalus/barcelona
1561,08445,canoves_i_samalus/barcelona
1562,08440,canoves_i_samalus/barcelona
1563,08811,canyelles/barcelona
1564,08786,capellades/barcelona
1567,08261,cardona/barcelona
1568,08787,carme/barcelona
1569,08693,casserres/barcelona
1571,08211,castellar_del_valles/barcelona
1572,08696,castellar_de_n'hug/barcelona
1573,08296,castellbell_i_el_vilar/barcelona
1574,08755,castellbisbal/barcelona
1575,08183,castellcir/barcelona
1576,08860,castelldefels/barcelona
1577,08604,castell_de_l'areny/barcelona
1578,08729,castellet_i_la_gornal/barcelona
1579,08732,castellet_i_la_gornal/barcelona
1580,08255,castellfollit_del_boix/barcelona
1582,08297,castellgali/barcelona
1583,08251,castellnou_de_bages/barcelona
1584,08719,castelloli/barcelona
1587,08769,castellvi_de_rosanes/barcelona
1588,08540,centelles/barcelona
1589,08758,cervello/barcelona
1590,08293,collbato/barcelona
1591,08178,collsuspina/barcelona
1592,08289,copons/barcelona
1593,08757,corbera_de_llobregat/barcelona
1594,08940,cornella_de_llobregat/barcelona
1595,08880,cubelles/barcelona
1596,08318,dosrius/barcelona
1597,08319,dosrius/barcelona
1598,08292,esparreguera/barcelona
1599,08950,esplugues_de_llobregat/barcelona
1600,08614,l'espunyola/barcelona
1601,08148,l'estany/barcelona
1602,08184,l'estany/barcelona
1605,08479,fogars_de_montclus/barcelona
1606,08495,fogars_de_la_selva/barcelona
1607,08519,folgueroles/barcelona
1608,08259,fonollosa/barcelona
1609,08736,font_rubi/barcelona
1610,08739,font_rubi/barcelona
1611,08520,les_franqueses_del_valles/barcelona
1612,08521,les_franqueses_del_valles/barcelona
1613,08146,gallifa/barcelona
1615,08850,gava/barcelona
1616,08672,gaia/barcelona
1617,08790,gelida/barcelona
1618,08680,gironella/barcelona
1620,08792,la_granada/barcelona
1622,08403,granollers/barcelona
1623,08401,granollers/barcelona
1624,08402,granollers/barcelona
1625,08474,gualba/barcelona
1626,08253,sant_salvador_de_guardiola/barcelona
1627,08694,guardiola_de_bergueda/barcelona
1628,08503,gurb/barcelona
1629,08901,l'hospitalet_de_llobregat/barcelona
1630,08902,l'hospitalet_de_llobregat/barcelona
1631,08903,l'hospitalet_de_llobregat/barcelona
1632,08904,l'hospitalet_de_llobregat/barcelona
1633,08905,l'hospitalet_de_llobregat/barcelona
1634,08906,l'hospitalet_de_llobregat/barcelona
1635,08907,l'hospitalet_de_llobregat/barcelona
1636,08908,l'hospitalet_de_llobregat/barcelona
1637,08700,igualada/barcelona
1640,08779,la_llacuna/barcelona
1641,08120,la_llagosta/barcelona
1642,08450,llinars_del_valles/barcelona
1643,08186,llica_d'amunt/barcelona
1644,08185,llica_de_vall/barcelona
1645,08514,lluca/barcelona
1646,08380,malgrat_de_mar/barcelona
1648,08560,manlleu/barcelona
1649,08241,manresa/barcelona
1650,08242,manresa/barcelona
1651,08240,manresa/barcelona
1652,08243,manresa/barcelona
1653,08760,martorell/barcelona
1654,08107,martorelles/barcelona
1655,08510,les_masies_de_roda/barcelona
1656,08508,les_masies_de_voltrega/barcelona
1657,08509,les_masies_de_voltrega/barcelona
1658,08320,el_masnou/barcelona
1659,08782,masquefa/barcelona
1660,08783,masquefa/barcelona
1661,08230,matadepera/barcelona
1662,08301,mataro/barcelona
1663,08304,mataro/barcelona
1664,08303,mataro/barcelona
1665,08302,mataro/barcelona
1666,08773,mediona/barcelona
1667,08750,molins_de_rei/barcelona
1668,08100,mollet_del_valles/barcelona
1669,08104,mollet_del_valles/barcelona
1670,08110,montcada_i_reixac/barcelona
1671,08390,montgat/barcelona
1672,08691,monistrol_de_montserrat/barcelona
1674,08529,muntanyola/barcelona
1675,08505,muntanyola/barcelona
1676,08605,montclar/barcelona
1677,08589,montesquiu/barcelona
1678,08612,montmajor/barcelona
1680,08590,figaro_montmany/barcelona
1681,08160,montmelo/barcelona
1682,08170,montornes_del_valles/barcelona
1683,08469,montseny/barcelona
1684,08180,moia/barcelona
1685,08278,mura/barcelona
1686,08270,navarcles/barcelona
1687,08670,navas/barcelona
1688,08269,navas/barcelona
1689,08698,la_nou_de_bergueda/barcelona
1690,08711,odena/barcelona
1691,08611,olvan/barcelona
1694,08799,olerdola/barcelona
1695,08795,olesa_de_bonesvalls/barcelona
1696,08640,olesa_de_montserrat/barcelona
1697,08818,olivella/barcelona
1698,08516,olost/barcelona
1699,08573,oris/barcelona
1700,08518,orista/barcelona
1702,08317,orrius/barcelona
1703,08796,pacs_del_penedes/barcelona
1704,08389,palafolls/barcelona
1706,08753,palleja/barcelona
1707,08780,palleja/barcelona
1708,08754,el_papiol/barcelona
1709,08150,parets_del_valles/barcelona
1711,08784,piera/barcelona
1712,08781,els_hostalets_de_pierola/barcelona
1713,08397,pineda_de_mar/barcelona
1714,08733,el_pla_del_penedes/barcelona
1717,08213,polinya/barcelona
1718,08738,pontons/barcelona
1719,08820,el_prat_de_llobregat/barcelona
1721,08513,prats_de_llucanes/barcelona
1722,08330,premia_de_mar/barcelona
1723,08797,puigdalber/barcelona
1724,08692,puig_reig/barcelona
1725,08282,pujalt/barcelona
1728,08299,rellinars/barcelona
1729,08291,ripollet/barcelona
1730,08430,la_roca_del_valles/barcelona
1731,08254,el_pont_de_vilomara_i_rocafort/barcelona
1734,08191,rubi/barcelona
1736,08205,sabadell/barcelona
1737,08208,sabadell/barcelona
1738,08207,sabadell/barcelona
1739,08204,sabadell/barcelona
1740,08203,sabadell/barcelona
1741,08202,sabadell/barcelona
1742,08201,sabadell/barcelona
1743,08206,sabadell/barcelona
1746,08697,saldes/barcelona
1748,08650,sallent/barcelona
1750,08359,sant_iscle_de_vallalta/barcelona
1751,08930,sant_adria_de_besos/barcelona
1753,08740,sant_andreu_de_la_barca/barcelona
1754,08392,sant_andreu_de_llavaneres/barcelona
1755,08459,sant_antoni_de_vilamajor/barcelona
1758,08830,sant_boi_de_llobregat/barcelona
1761,08476,sant_celoni/barcelona
1762,08770,sant_celoni/barcelona
1763,08396,sant_cebria_de_vallalta/barcelona
1764,08849,sant_climent_de_llobregat/barcelona
1765,08195,sant_cugat_del_valles/barcelona
1766,08198,sant_cugat_del_valles/barcelona
1767,08197,sant_cugat_del_valles/barcelona
1768,08196,sant_cugat_del_valles/barcelona
1770,08174,sant_cugat_del_valles/barcelona
1771,08172,sant_cugat_del_valles/barcelona
1772,08173,sant_cugat_del_valles/barcelona
1773,08190,sant_cugat_del_valles/barcelona
1775,08460,sant_esteve_de_palautordera/barcelona
1776,08461,sant_esteve_de_palautordera/barcelona
1777,08635,sant_esteve_sesrovires/barcelona
1779,08105,sant_fost_de_campsentelles/barcelona
1780,08182,sant_feliu_de_codines/barcelona
1781,08980,sant_feliu_de_llobregat/barcelona
1782,08274,sant_feliu_sasserra/barcelona
1783,08272,sant_fruitos_de_bages/barcelona
1784,08339,vilassar_de_dalt/barcelona
1785,08512,sant_hipolit_de_voltrega/barcelona
1787,08970,sant_joan_despi/barcelona
1788,08250,sant_joan_de_vilatorrada/barcelona
1789,08340,vilassar_de_mar/barcelona
1790,08504,sant_julia_de_vilatorta/barcelona
1791,08960,sant_just_desvern/barcelona
1792,08791,sant_llorenc_d'hortons/barcelona
1793,08212,sant_llorenc_savall/barcelona
1794,08458,sant_llorenc_savall/barcelona
1795,08592,sant_marti_de_centelles/barcelona
1796,08515,sant_marti_d'albars/barcelona
1797,08712,sant_marti_de_tous/barcelona
1800,08263,sant_mateu_de_bages/barcelona
1802,08338,premia_de_dalt/barcelona
1803,08810,sant_pere_de_ribes/barcelona
1804,08812,sant_pere_de_ribes/barcelona
1805,08776,sant_pere_de_riudebitlles/barcelona
1806,08572,sant_pere_de_torello/barcelona
1810,08395,sant_pol_de_mar/barcelona
1811,08777,sant_quinti_de_mediona/barcelona
1813,08580,sant_quirze_de_besora/barcelona
1814,08194,sant_quirze_del_valles/barcelona
1816,08192,sant_quirze_del_valles/barcelona
1817,08189,sant_quirze_safaja/barcelona
1820,08298,marganell/barcelona
1822,08690,santa_coloma_de_cervello/barcelona
1823,08921,santa_coloma_de_gramanet/barcelona
1824,08922,santa_coloma_de_gramanet/barcelona
1825,08923,santa_coloma_de_gramanet/barcelona
1826,08924,santa_coloma_de_gramanet/barcelona
1827,08507,santa_eugenia_de_berga/barcelona
1829,08187,santa_eulalia_de_roncana/barcelona
1831,08710,santa_margarida_de_montbui/barcelona
1832,08730,santa_margarida_i_els_monjos/barcelona
1833,08210,barbera_del_valles/barcelona
1834,08584,santa_maria_de_besora/barcelona
1836,08511,l'esquirol/barcelona
1837,08569,l'esquirol/barcelona
1838,08517,santa_maria_de_merles/barcelona
1840,08106,santa_maria_de_martorelles/barcelona
1842,08273,santa_maria_d'olo/barcelona
1844,08130,santa_perpetua_de_mogoda/barcelona
1845,08398,santa_susanna/barcelona
1846,08295,sant_vicenc_de_castellet/barcelona
1847,08620,sant_vicenc_dels_horts/barcelona
1848,08394,sant_vicenc_de_montalt/barcelona
1849,08571,sant_vicenc_de_torello/barcelona
1850,08193,cerdanyola_del_valles/barcelona
1851,08290,cerdanyola_del_valles/barcelona
1852,08181,sentmenat/barcelona
1854,08554,seva/barcelona
1855,08553,seva/barcelona
1856,08870,sitges/barcelona
1857,08871,sitges/barcelona
1859,08588,sora/barcelona
1861,08260,suria/barcelona
1863,08593,tagamanent/barcelona
1865,08552,taradell/barcelona
1866,08226,terrassa/barcelona
1869,08221,terrassa/barcelona
1870,08227,terrassa/barcelona
1871,08224,terrassa/barcelona
1872,08222,terrassa/barcelona
1873,08223,terrassa/barcelona
1874,08225,terrassa/barcelona
1876,08329,teia/barcelona
1877,08391,tiana/barcelona
