,ine_code,cities_es/province
1269,06154,villanueva_del_fresno/badajoz
1270,06155,villar_del_rey/badajoz
1271,06156,villar_de_rena/badajoz
1272,06156,don_benito/badajoz
1273,06157,villarta_de_los_montes/badajoz
1274,06158,zafra/badajoz
1275,06159,zahinos/badajoz
1276,06160,zalamea_de_la_serena/badajoz
1277,06161,zarza_capilla/badajoz
1278,06162,la_zarza/badajoz
1280,06901,valdelacalzada/badajoz
1281,06902,pueblonuevo_del_guadiana/badajoz
1282,06903,guadiana_del_caudillo/badajoz
1283,07001,alaro/illes_balears
1284,07002,alaior/illes_balears
1285,07003,alcudia/illes_balears
1286,07004,algaida/illes_balears
1289,07005,andratx/illes_balears
1293,07006,arta/illes_balears
1295,07007,banyalbufar/illes_balears
1297,07008,binissalem/illes_balears
1298,07009,buger/illes_balears
1299,07010,palma/illes_balears
1300,07010,bunyola/illes_balears
1303,07011,calvia/illes_balears
1306,07011,andratx/illes_balears
1309,07012,campanet/illes_balears
1310,07013,campos/illes_balears
1313,07014,capdepera/illes_balears
1316,07015,ciutadella_de_menorca/illes_balears
1319,07016,consell/illes_balears
1320,07017,costitx/illes_balears
1321,07018,deia/illes_balears
1322,07019,escorca/illes_balears
1323,07020,banyalbufar/illes_balears
1324,07021,estellencs/illes_balears
1325,07022,felanitx/illes_balears
1330,07023,ciutadella_de_menorca/illes_balears
1331,07024,formentera/illes_balears
1335,07025,fornalutx/illes_balears
1336,07026,eivissa/illes_balears
1337,07027,inca/illes_balears
1338,07028,lloret_de_vistalegre/illes_balears
1339,07029,lloseta/illes_balears
1340,07030,llubi/illes_balears
1341,07031,llucmajor/illes_balears
1343,07031,palma/illes_balears
1344,07031,campos/illes_balears
1345,07032,mao/illes_balears
1349,07032,mao_mahon/illes_balears
1351,07033,manacor/illes_balears
1357,07034,mancor_de_la_vall/illes_balears
1358,07035,maria_de_la_salut/illes_balears
1359,07036,marratxi/illes_balears
1360,07037,es_mercadal/illes_balears
1362,07038,montuiri/illes_balears
1363,07039,muro/illes_balears
1365,07040,palma/illes_balears
1387,07041,petra/illes_balears
1388,07042,pollenca/illes_balears
1391,07043,porreres/illes_balears
1392,07044,sa_pobla/illes_balears
1393,07045,puigpunyent/illes_balears
1395,07046,eivissa/illes_balears
1396,07046,sant_antoni_de_portmany/illes_balears
1399,07047,sencelles/illes_balears
1401,07047,costitx/illes_balears
1403,07048,sant_josep_de_sa_talaia/illes_balears
1408,07049,sant_joan/illes_balears
1410,07050,sant_joan_de_labritja/illes_balears
1414,07051,sant_llorenc_des_cardassar/illes_balears
1416,07051,manacor/illes_balears
1418,07052,sant_lluis/illes_balears
1421,07053,santa_eugenia/illes_balears
1422,07054,eivissa/illes_balears
1423,07054,santa_eularia_des_riu/illes_balears
1428,07055,santa_margalida/illes_balears
1429,07055,muro/illes_balears
1431,07056,santa_maria_del_cami/illes_balears
1432,07057,santanyi/illes_balears
1433,07057,sant_llorenc_des_cardassar/illes_balears
1434,07057,ciutadella_de_menorca/illes_balears
1435,07057,santa_eularia_des_riu/illes_balears
1440,07057,felanitx/illes_balears
1441,07058,selva/illes_balears
1445,07059,campos/illes_balears
1446,07059,ses_salines/illes_balears
1447,07060,sineu/illes_balears
1448,07061,soller/illes_balears
1449,07061,deia/illes_balears
1452,07062,son_servera/illes_balears
1454,07062,sant_llorenc_des_cardassar/illes_balears
1455,07062,ciutadella_de_menorca/illes_balears
1456,07063,valldemossa/illes_balears
1457,07063,banyalbufar/illes_balears
1458,07064,sant_joan/illes_balears
1459,07065,vilafranca_de_bonany/illes_balears
1461,07901,ariany/illes_balears
1462,07902,es_migjorn_gran/illes_balears
1463,08001,abrera/barcelona
1464,08002,aguilar_de_segarra/barcelona
1465,08003,alella/barcelona
1466,08004,alpens/barcelona
1467,08005,l'ametlla_del_valles/barcelona
1468,08006,arenys_de_mar/barcelona
1469,08007,arenys_de_mar/barcelona
1470,08007,arenys_de_munt/barcelona
1471,08008,argencola/barcelona
1472,08009,argentona/barcelona
1473,08010,artes/barcelona
1474,08011,avia/barcelona
1476,08012,avinyo/barcelona
1477,08013,avinyonet_del_penedes/barcelona
1481,08014,aiguafreda/barcelona
1482,08015,badalona/barcelona
1490,08016,baga/barcelona
1491,08017,balenya/barcelona
1492,08018,balsareny/barcelona
1493,08019,barcelona/barcelona
1535,08020,begues/barcelona
1536,08021,bellprat/tarragona
1537,08022,berga/barcelona
1538,08023,bigues_i_riells/barcelona
1540,08024,borreda/barcelona
1541,08025,el_bruc/barcelona
1542,08026,el_brull/barcelona
1543,08027,les_cabanyes/barcelona
1544,08028,cabrera_d'anoia/barcelona
1545,08029,cabrera_de_mar/barcelona
1546,08030,cabrils/barcelona
1548,08031,calaf/barcelona
1549,08032,caldes_d'estrac/barcelona
1550,08033,caldes_de_montbui/barcelona
1551,08034,calders/barcelona
1552,08035,calella/barcelona
1553,08036,calonge_de_segarra/barcelona
1554,08037,calldetenes/barcelona
1555,08038,callus/barcelona
1556,08039,campins/barcelona
1558,08040,canet_de_mar/barcelona
1559,08041,canovelles/barcelona
1560,08042,canoves_i_samalus/barcelona
1563,08043,canyelles/barcelona
1564,08044,capellades/barcelona
1565,08045,borreda/barcelona
1566,08046,canoves_i_samalus/barcelona
1567,08047,cardona/barcelona
1568,08048,carme/barcelona
1569,08049,casserres/barcelona
1570,08050,borreda/barcelona
1571,08051,castellar_del_valles/barcelona
1572,08052,castellar_de_n'hug/barcelona
1573,08053,castellbell_i_el_vilar/barcelona
1574,08054,castellbisbal/barcelona
1575,08055,castellcir/barcelona
1576,08056,castelldefels/barcelona
1577,08057,castell_de_l'areny/barcelona
1578,08058,castellet_i_la_gornal/barcelona
1580,08059,castellfollit_del_boix/barcelona
1581,08060,calonge_de_segarra/barcelona
1582,08061,castellgali/barcelona
1583,08062,castellnou_de_bages/barcelona
1584,08063,castelloli/barcelona
1585,08064,castellcir/barcelona
1586,08065,castellet_i_la_gornal/barcelona
1587,08066,castellvi_de_rosanes/barcelona
1588,08067,centelles/barcelona
1589,08068,cervello/barcelona
1590,08069,collbato/barcelona
1591,08070,collsuspina/barcelona
1592,08071,copons/barcelona
1593,08072,corbera_de_llobregat/barcelona
1594,08073,cornella_de_llobregat/barcelona
1595,08074,cubelles/barcelona
1596,08075,dosrius/barcelona
1598,08076,esparreguera/barcelona
1599,08077,esplugues_de_llobregat/barcelona
1600,08078,l'espunyola/barcelona
1601,08079,l'estany/barcelona
1603,08080,avia/barcelona
1604,08081,campins/barcelona
1605,08081,fogars_de_montclus/barcelona
1606,08082,fogars_de_la_selva/barcelona
1607,08083,folgueroles/barcelona
1608,08084,fonollosa/barcelona
1609,08085,font_rubi/barcelona
1611,08086,les_franqueses_del_valles/barcelona
1613,08087,gallifa/barcelona
1614,08088,canoves_i_samalus/barcelona
1615,08089,gava/barcelona
1616,08090,gaia/barcelona
1617,08091,gelida/barcelona
1618,08092,gironella/barcelona
1619,08093,baga/barcelona
1620,08094,la_granada/barcelona
1621,08095,castellcir/barcelona
1622,08096,granollers/barcelona
1625,08097,gualba/barcelona
1626,08098,sant_salvador_de_guardiola/barcelona
1627,08099,guardiola_de_bergueda/barcelona
1628,08100,gurb/barcelona
1629,08101,l'hospitalet_de_llobregat/barcelona
1637,08102,igualada/barcelona
1638,08103,castelloli/barcelona
1639,08103,folgueroles/barcelona
1640,08104,la_llacuna/barcelona
1641,08105,la_llagosta/barcelona
1642,08106,llinars_del_valles/barcelona
1643,08107,llica_d'amunt/barcelona
1644,08108,llica_de_vall/barcelona
1645,08109,lluca/barcelona
1646,08110,malgrat_de_mar/barcelona
1647,08111,folgueroles/barcelona
1648,08112,manlleu/barcelona
1649,08113,manresa/barcelona
1653,08114,martorell/barcelona
1654,08115,martorelles/barcelona
1655,08116,les_masies_de_roda/barcelona
1656,08117,les_masies_de_voltrega/barcelona
1658,08118,el_masnou/barcelona
1659,08119,masquefa/barcelona
1661,08120,matadepera/barcelona
1662,08121,mataro/barcelona
1666,08122,mediona/barcelona
1667,08123,molins_de_rei/barcelona
1668,08124,mollet_del_valles/barcelona
1670,08125,montcada_i_reixac/barcelona
1671,08126,montgat/barcelona
1672,08127,monistrol_de_montserrat/barcelona
1673,08128,calders/barcelona
1674,08129,muntanyola/barcelona
1676,08130,montclar/barcelona
1677,08131,montesquiu/barcelona
1678,08132,montmajor/barcelona
1679,08133,argencola/barcelona
1680,08134,figaro_montmany/barcelona
1681,08135,montmelo/barcelona
1682,08136,montornes_del_valles/barcelona
1683,08137,montseny/barcelona
1684,08138,moia/barcelona
1685,08139,mura/barcelona
1686,08140,navarcles/barcelona
1687,08141,navas/barcelona
1689,08142,la_nou_de_bergueda/barcelona
1690,08143,odena/barcelona
1691,08144,olvan/barcelona
1692,08144,avia/barcelona
1693,08145,avinyonet_del_penedes/barcelona
1694,08145,olerdola/barcelona
1695,08146,olesa_de_bonesvalls/barcelona
1696,08147,olesa_de_montserrat/barcelona
1697,08148,olivella/barcelona
1698,08149,olost/barcelona
1699,08150,oris/barcelona
1700,08151,orista/barcelona
1701,08152,carme/barcelona
1702,08153,orrius/barcelona
1703,08154,pacs_del_penedes/barcelona
1704,08155,palafolls/barcelona
1705,08156,l'estany/barcelona
1706,08157,palleja/barcelona
1708,08158,el_papiol/barcelona
1709,08159,parets_del_valles/barcelona
1710,08160,montesquiu/barcelona
1711,08161,piera/barcelona
1712,08162,els_hostalets_de_pierola/barcelona
1713,08163,pineda_de_mar/barcelona
1714,08164,el_pla_del_penedes/barcelona
1715,08165,carme/barcelona
1716,08166,castellar_de_n'hug/barcelona
1717,08167,polinya/barcelona
1718,08168,pontons/barcelona
1719,08169,el_prat_de_llobregat/barcelona
1720,08170,calonge_de_segarra/barcelona
1721,08171,prats_de_llucanes/barcelona
1722,08172,premia_de_mar/barcelona
1723,08174,puigdalber/barcelona
1724,08175,puig_reig/barcelona
1725,08176,pujalt/barcelona
1726,08177,borreda/barcelona
1727,08178,aguilar_de_segarra/barcelona
1728,08179,rellinars/barcelona
1729,08180,ripollet/barcelona
1730,08181,la_roca_del_valles/barcelona
1731,08182,el_pont_de_vilomara_i_rocafort/barcelona
1732,08183,les_masies_de_roda/barcelona
1734,08184,rubi/barcelona
1735,08185,castelloli/barcelona
1736,08187,sabadell/barcelona
1744,08188,borreda/barcelona
1745,08189,calonge_de_segarra/barcelona
1746,08190,saldes/barcelona
1747,08190,avia/barcelona
1748,08191,sallent/barcelona
1749,08192,castellnou_de_bages/barcelona
1750,08193,sant_iscle_de_vallalta/barcelona
1751,08194,sant_adria_de_besos/barcelona
1752,08195,montesquiu/barcelona
1753,08196,sant_andreu_de_la_barca/barcelona
1754,08197,sant_andreu_de_llavaneres/barcelona
1755,08198,sant_antoni_de_vilamajor/barcelona
1756,08199,folgueroles/barcelona
1758,08200,sant_boi_de_llobregat/barcelona
1759,08201,montesquiu/barcelona
1760,08202,campins/barcelona
1761,08202,sant_celoni/barcelona
1763,08203,sant_cebria_de_vallalta/barcelona
1764,08204,sant_climent_de_llobregat/barcelona
1765,08205,sant_cugat_del_valles/barcelona
1774,08206,avinyonet_del_penedes/barcelona
1775,08207,sant_esteve_de_palautordera/barcelona
1777,08208,sant_esteve_sesrovires/barcelona
1778,08208,masquefa/barcelona
1779,08209,sant_fost_de_campsentelles/barcelona
1780,08210,sant_feliu_de_codines/barcelona
1781,08211,sant_feliu_de_llobregat/barcelona
1782,08212,sant_feliu_sasserra/barcelona
1783,08213,sant_fruitos_de_bages/barcelona
1784,08214,vilassar_de_dalt/barcelona
1785,08215,sant_hipolit_de_voltrega/barcelona
1786,08216,borreda/barcelona
1787,08217,sant_joan_despi/barcelona
1788,08218,sant_joan_de_vilatorrada/barcelona
1789,08219,vilassar_de_mar/barcelona
1790,08220,sant_julia_de_vilatorta/barcelona
1791,08221,sant_just_desvern/barcelona
1792,08222,sant_llorenc_d'hortons/barcelona
1793,08223,sant_llorenc_savall/barcelona
1795,08224,sant_marti_de_centelles/barcelona
1796,08225,sant_marti_d'albars/barcelona
1797,08226,sant_marti_de_tous/barcelona
1798,08227,avinyonet_del_penedes/barcelona
1799,08228,pujalt/barcelona
1800,08229,sant_mateu_de_bages/barcelona
1801,08229,navas/barcelona
1802,08230,premia_de_dalt/barcelona
1803,08231,sant_pere_de_ribes/barcelona
1805,08232,sant_pere_de_riudebitlles/barcelona
1806,08233,sant_pere_de_torello/barcelona
1807,08234,sant_llorenc_savall/barcelona
1808,08234,sant_antoni_de_vilamajor/barcelona
1809,08234,sant_esteve_de_palautordera/barcelona
1810,08235,sant_pol_de_mar/barcelona
1811,08236,sant_quinti_de_mediona/barcelona
1812,08237,les_masies_de_voltrega/barcelona
1813,08237,sant_quirze_de_besora/barcelona
1814,08238,sant_quirze_del_valles/barcelona
1817,08239,sant_quirze_safaja/barcelona
1818,08240,sant_celoni/barcelona
1819,08241,folgueroles/barcelona
1820,08242,marganell/barcelona
1821,08243,les_masies_de_voltrega/barcelona
1822,08244,santa_coloma_de_cervello/barcelona
1823,08245,santa_coloma_de_gramanet/barcelona
1827,08246,santa_eugenia_de_berga/barcelona
1828,08247,muntanyola/barcelona
1829,08248,santa_eulalia_de_roncana/barcelona
1830,08249,la_granada/barcelona
1831,08250,santa_margarida_de_montbui/barcelona
1832,08251,santa_margarida_i_els_monjos/barcelona
1833,08252,barbera_del_valles/barcelona
1834,08253,santa_maria_de_besora/barcelona
1835,08253,montesquiu/barcelona
1836,08254,l'esquirol/barcelona
1838,08255,santa_maria_de_merles/barcelona
1839,08255,borreda/barcelona
1840,08256,santa_maria_de_martorelles/barcelona
1841,08257,carme/barcelona
1842,08258,santa_maria_d'olo/barcelona
1843,08259,sant_esteve_de_palautordera/barcelona
1844,08260,santa_perpetua_de_mogoda/barcelona
1845,08261,santa_susanna/barcelona
1846,08262,sant_vicenc_de_castellet/barcelona
1847,08263,sant_vicenc_dels_horts/barcelona
1848,08264,sant_vicenc_de_montalt/barcelona
1849,08265,sant_vicenc_de_torello/barcelona
1850,08266,cerdanyola_del_valles/barcelona
1852,08267,sentmenat/barcelona
1853,08268,la_nou_de_bergueda/barcelona
1854,08269,seva/barcelona
1856,08270,sitges/barcelona
1858,08271,montesquiu/barcelona
1859,08272,sora/barcelona
1860,08273,font_rubi/barcelona
1861,08274,suria/barcelona
1862,08275,folgueroles/barcelona
1863,08276,tagamanent/barcelona
1864,08277,mura/barcelona
1865,08278,taradell/barcelona
1866,08279,terrassa/barcelona
1875,08280,l'esquirol/barcelona
1876,08281,teia/barcelona
1877,08282,tiana/barcelona
1878,08283,tona/barcelona
1879,08284,tordera/barcelona
1880,08285,torello/barcelona
1881,08286,la_torre_de_claramunt/barcelona
1882,08287,torrelavit/barcelona
1883,08288,torrelles_de_foix/barcelona
1884,08289,torrelles_de_llobregat/barcelona
1885,08290,ullastrell/barcelona
1886,08291,vacarisses/barcelona
1887,08292,vallbona_d'anoia/barcelona
1888,08293,avia/barcelona
1889,08294,campins/barcelona
1890,08294,vallgorguina/barcelona
1891,08295,vallirana/barcelona
1892,08296,vallromanes/barcelona
1893,08297,copons/barcelona
1894,08298,folgueroles/barcelona
1895,08298,vic/barcelona
1896,08299,vilada/barcelona
1897,08300,viladecavalls/barcelona
1898,08301,viladecans/barcelona
1899,08302,vilanova_del_cami/barcelona
1900,08303,folgueroles/barcelona
1901,08304,vilobi_del_penedes/barcelona
1902,08305,vilafranca_del_penedes/barcelona
1903,08306,vilalba_sasserra/barcelona
1904,08307,vilanova_i_la_geltru/barcelona
1905,08308,viver_i_serrateix/barcelona
1906,08901,l'esquirol/barcelona
1907,08902,vilanova_del_valles/barcelona
1908,08903,guardiola_de_bergueda/barcelona
1909,08904,badia_del_valles/barcelona
1910,08905,la_palma_de_cervello/barcelona
1911,09001,abajas/burgos
1913,09003,adrada_de_haza/burgos
1914,09006,aguas_candidas/burgos
1915,09007,aguilar_de_bureba/burgos
1916,09009,albillos/burgos
1917,09010,alcocero_de_mola/burgos
1918,09011,alfoz_de_bricia/cantabria
1919,09011,alfoz_de_bricia/burgos
1922,09012,alfoz_de_santa_gadea/burgos
1923,09012,alfoz_de_bricia/burgos
1924,09013,altable/burgos
1925,09014,los_altos/burgos
1928,09016,altable/burgos
1929,09017,anguix/burgos
1930,09018,aranda_de_duero/burgos
1933,09019,arandilla/burgos
1934,09020,arauzo_de_miel/burgos
1936,09021,arauzo_de_miel/burgos
1937,09022,arauzo_de_miel/burgos
1938,09023,arcos/burgos
1939,09023,albillos/burgos
1940,09024,arenillas_de_riopisuerga/burgos
1941,09025,alfoz_de_santa_gadea/burgos
1942,09026,arlanzon/burgos
1943,09027,arraya_de_oca/burgos
1944,09029,arlanzon/burgos
1945,09030,los_ausines/burgos
1948,09032,avellanosa_de_muno/burgos
1949,09033,bahabon_de_esgueva/burgos
1950,09034,los_balbases/burgos
1951,09035,aranda_de_duero/burgos
1952,09036,banuelos_de_bureba/burgos
1953,09037,barbadillo_de_herreros/burgos
1954,09038,barbadillo_del_mercado/burgos
1955,09039,barbadillo_del_pez/burgos
1956,09041,barrio_de_muno/burgos
1957,09043,los_barrios_de_bureba/burgos
1958,09043,aguilar_de_bureba/burgos
1959,09044,arlanzon/burgos
1960,09045,basconcillos_del_tozo/burgos
1963,09046,bascunana/burgos
1964,09047,barrio_de_muno/burgos
1965,09048,belorado/burgos
1968,09048,banuelos_de_bureba/burgos
1969,09048,alcocero_de_mola/burgos
1970,09050,valdegovia/araba
1971,09050,berberana/burgos
1972,09051,berlangas_de_roa/burgos
1973,09052,berzosa_de_bureba/burgos
1974,09054,bozoo/burgos
1975,09054,altable/burgos
1976,09055,brazacorta/burgos
1977,09056,aguilar_de_bureba/burgos
1978,09056,arraya_de_oca/burgos
1979,09056,berzosa_de_bureba/burgos
1980,09056,briviesca/burgos
1981,09056,banuelos_de_bureba/burgos
1982,09057,bugedo/burgos
1983,09058,buniel/burgos
1984,09059,burgos/burgos
1985,09059,arlanzon/burgos
1994,09060,busto_de_bureba/burgos
1995,09061,bahabon_de_esgueva/burgos
1996,09062,cabezon_de_la_sierra/burgos
1997,09063,albillos/burgos
1998,09064,arauzo_de_miel/burgos
1999,09065,campillo_de_aranda/burgos
2000,09066,campolara/burgos
2001,09067,canicosa_de_la_sierra/burgos
2002,09068,aguas_candidas/burgos
2003,09070,carazo/burgos
2004,09071,los_barrios_de_bureba/burgos
2005,09071,abajas/burgos
2006,09072,los_ausines/burgos
2007,09072,burgos/burgos
2008,09073,los_ausines/burgos
2009,09074,arlanzon/burgos
2010,09074,burgos/burgos
2011,09075,burgos/burgos
2012,09076,banuelos_de_bureba/burgos
2013,09077,cascajares_de_bureba/burgos
2014,09078,cascajares_de_la_sierra/burgos
2015,09079,castellanos_de_castro/burgos
2016,09082,bascunana/burgos
2017,09083,alcocero_de_mola/burgos
2018,09084,castrillo_de_la_reina/burgos
2019,09085,castrillo_de_la_vega/burgos
2020,09086,burgos/burgos
2021,09086,castrillo_del_val/burgos
2022,09088,castrillo_de_riopisuerga/burgos
2023,09090,arenillas_de_riopisuerga/burgos
2024,09091,castrojeriz/burgos
2026,09091,los_balbases/burgos
2027,09093,albillos/burgos
2028,09094,cebrecos/burgos
2029,09095,barrio_de_muno/burgos
2030,09098,cerezo_de_rio_tiron/burgos
2031,09100,arraya_de_oca/burgos
2032,09101,ciadoncha/burgos
2033,09102,cillaperlata/burgos
2034,09103,cilleruelo_de_abajo/burgos
2035,09104,cilleruelo_de_abajo/burgos
2036,09105,ciruelos_de_cervera/burgos
2037,09108,cogollos/burgos
2038,09109,bernedo/araba
2039,09109,arminon/araba
2040,09109,condado_de_trevino/burgos
