
| IDCENTR |                        NOMBRE                         |  IDAREA   | IDZONAB | TIPOC |     DIRECCION     |     LOCALIDAD     |     TELEFONO      | ESDOCE |       CODMU       |        CP         |     D_GESTION     |   C_GESTION_ID    |
| 122602  | DEHESA,LA                                             |      8903 |   21687 |     2 | C/ LINARES, S/N   | LA DEHESA         | -                 | N      |             20426 | 02434             | SERVICIO DE SALUD |                 1 |

| 122604  | LETUR                                                 |      8903 |   21687 |     2 | Cº DE SAN ANTÓN,  | LETUR             | 967426027         | N      |             20426 | 02434             | SERVICIO DE SALUD |                 1 |

| 132663  | LA SIERRA DE LETUR                                    |      8903 |   21687 |     2 |  -                | LA SIERRA         | -                 | N      |             20426 | 02434             | SERVICIO DE SALUD |                 1 |

| 122408  | TIRIEZ                                                |      8882 |   21669 |     2 | C/ ALFARERIAS,    | TIRIEZ            | 967350070         | N      |             20432 | 2161              | SERVICIO DE SALUD |                 1 |

| 122409  | LA YUNQUERA                                           |      8882 |   21669 |     2 | C/ POZO, S/N      | LA YUNQUERA       | -                 | N      |             20432 | 2161              | SERVICIO DE SALUD |                 1 |

| 123643  | LEZUZA                                                |      8882 |   21669 |     2 | AVDA. DEL REY, Nº | LEZUZA            | 967362036         | N      |             20432 | 2160              | SERVICIO DE SALUD |                 1 |

| 122522  | LIETOR                                                |      8903 |   21679 |     2 | C/ MOLINOS, S/N   | LIÉTOR            | 967200008         | N      |             20447 | 2410              | SERVICIO DE SALUD |                 1 |

| 127281  | CASABLANCA                                            |      8882 |   21666 |     2 | -                 | CASABLANCA        | -                 | N      |             20447 | 2124              | SERVICIO DE SALUD |                 1 |

| 122530  | MADRIGUERAS                                           |      8882 |   21681 |     1 | C/ SAN JORGE, Nº  | MADRIGUERAS       | 967484305         | N      |             20450 | 2230              | SERVICIO DE SALUD |                 1 |

| 122532  | MAHORA                                                |      8882 |   21681 |     2 | PLAZA CERVANTES,  | MAHORA            | 967494249         | N      |             20463 | 2240              | SERVICIO DE SALUD |                 1 |

| 122451  | MASEGOSO                                              |      8882 |   21669 |     2 | C/ PLAZA, Nº 1    | MASEGOSO          | -                 | N      |             20479 | 2314              | SERVICIO DE SALUD |                 1 |

| 122527  | MINAYA                                                |      8882 |   21680 |     2 | C/ GRANDE, Nº 64  | MINAYA            | 967450017         | N      |             20485 | 2620              | SERVICIO DE SALUD |                 1 |

| 122501  | LOS ALEJOS                                            |      8903 |   21677 |     2 | -                 | LOS ALEJOS        | -                 | N      |             20498 | 2448              | SERVICIO DE SALUD |                 1 |

| 122502  | LA ALFERA                                             |      8903 |   21677 |     2 | -                 | LA ALFERA         | -                 | N      |             20498 | 2448              | SERVICIO DE SALUD |                 1 |

| 122503  | CAÑADAS DEL PROVENCIO                                 |      8903 |   21677 |     2 | -                 | CAÑADA DEL        | -                 | N      |             20498 | 2448              | SERVICIO DE SALUD |                 1 |

| 122504  | LOS COLLADOS                                          |      8903 |   21677 |     2 | -                 | LOS COLLADOS      | -                 | N      |             20498 | 2449              | SERVICIO DE SALUD |                 1 |

| 122505  | MESONES                                               |      8903 |   21677 |     2 | -                 | MESONES           | -                 | N      |             20498 | 2449              | SERVICIO DE SALUD |                 1 |

| 122506  | MOLINICOS                                             |      8903 |   21677 |     2 | CL MAYOR, Nº 33   | MOLINICOS         | 967437111         | N      |             20498 | 2440              | SERVICIO DE SALUD |                 1 |

| 122507  | EL PARDAL                                             |      8903 |   21677 |     2 | -                 | EL PARDAL         | -                 | N      |             20498 | 2449              | SERVICIO DE SALUD |                 1 |

| 122508  | TORRE-PEDRO                                           |      8903 |   21677 |     2 | -                 | TORRE-PEDRO       | -                 | N      |             20498 | 02449             | SERVICIO DE SALUD |                 1 |

| 122509  | VEGALLERA                                             |      8903 |   21677 |     2 | -                 | VEGALLERA         | -                 | N      |             20498 | 2448              | SERVICIO DE SALUD |                 1 |

| 127199  | LAS ANIMAS                                            |      8903 |   21677 |     2 | -                 | ANIMAS,LAS        | -                 | N      |             20498 | 2448              | SERVICIO DE SALUD |                 1 |

| 122528  | MONTALVOS                                             |      8882 |   21680 |     2 | CL NUEVA, S/N     | MONTALVOS         | 967276401         | N      |             20501 | 02638             | SERVICIO DE SALUD |                 1 |

| 122418  | MONTEALEGRE DEL CASTILLO                              |      8902 |   21671 |     2 | CL FUENTEALAMO,   | MONTEALEGRE DEL   | 967336001         | N      |             20518 | 02650             | SERVICIO DE SALUD |                 1 |

| 122533  | MOTILLEJA                                             |      8882 |   21681 |     2 | CTRA. CUASIERMAS, | MOTILLEJA         | 967493604         | N      |             20523 | 2220              | SERVICIO DE SALUD |                 1 |

| 122583  | MUNERA                                                |      8904 |   21682 |     1 | PLAZA             | MUNERA            | 967372004         | N      |             20539 | 2612              | SERVICIO DE SALUD |                 1 |

| 122582  | NAVAS DE JORQUERA                                     |      8882 |   21681 |     2 | AV DE LA MANCHA,  | NAVAS DE JORQUERA | 967489545         | N      |             20544 | 02246             | SERVICIO DE SALUD |                 1 |

| 122584  | NERPIO                                                |      8903 |   21683 |     1 | C/ TERRERA S/N    | NERPIO            | 967438004         | N      |             20557 | 2530              | SERVICIO DE SALUD |                 1 |

| 122585  | BEG                                                   |      8903 |   21683 |     2 | -                 | BEG               | 670928646         | N      |             20557 | 2536              | SERVICIO DE SALUD |                 1 |

| 122586  | LOS CHORRETITES DE ABAJO                              |      8903 |   21683 |     2 | -                 | LOS CHORRETITES   | 670928646         | N      |             20557 | 02536             | SERVICIO DE SALUD |                 1 |

| 122587  | PEDRO ANDRÉS                                          |      8903 |   21683 |     2 | CL IGLESIA, S/N   | PEDRO ANDRÉS      | 670928646         | N      |             20557 | 02534             | SERVICIO DE SALUD |                 1 |

| 122588  | VIZCABLE                                              |      8903 |   21683 |     2 | C/ CORTIJO        | VIZCABLE          | 670928646         | N      |             20557 | 2536              | SERVICIO DE SALUD |                 1 |

| 122589  | YETAS                                                 |      8903 |   21683 |     2 | CR LETUR          | YETAS             | 670928646         | N      |             20557 | 02530             | SERVICIO DE SALUD |                 1 |

| 127204  | DEHESA-CORTIJO HERRERO                                |      8903 |   21683 |     2 | CL LINARES, S/N   | LA DEHESA         | 967426154         | N      |             20557 | 02530             | SERVICIO DE SALUD |                 1 |

| 122590  | ONTUR                                                 |      8903 |   21684 |     1 | CR ALMANSA, Nº 4  | ONTUR             | 967324032         | N      |             20560 | 2652              | SERVICIO DE SALUD |                 1 |
